,LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,s,favorable
986,50000,0,0,0,0,0,0,23605,27856,16386,15511,15664,19761,5856,3386,5411,5664,5761,3866,0,0
987,100000,2,0,0,0,0,2,73073,74739,70844,63924,57326,59654,3500,3003,1910,2400,3300,0,0,1
988,20000,3,2,2,2,2,2,12508,12015,14459,14498,14029,15179,0,2955,597,0,1473,0,0,1
989,60000,0,0,0,0,0,2,60753,54892,59268,17967,20309,17867,2800,6100,621,2609,0,756,1,0
990,360000,-1,-1,-1,-1,-1,-1,1982,-18,3746,-4,906,850,0,3764,0,910,854,1131,1,1
991,150000,-1,0,-1,-1,2,0,1148,3019,100,802,802,702,2000,100,702,0,0,0,0,1
992,170000,0,0,0,0,0,0,170440,170060,115372,211577,120407,122952,8200,5200,5000,5000,5000,4000,0,1
993,240000,-1,-1,-1,-1,-1,-1,1986,1323,329,9228,7776,7500,1323,329,9228,7776,7500,635,0,0
994,70000,0,0,0,0,0,0,68687,69531,71271,70712,50793,50605,2545,2918,6329,1996,1977,1975,0,0
995,120000,-1,-1,-1,-1,-1,-1,1188,2512,3444,1742,502,346,2512,3444,1742,502,346,325,0,0
996,60000,2,2,2,0,0,0,48945,52362,51255,52119,52866,53969,4549,0,2313,2044,2110,2500,1,1
997,230000,-1,-1,-2,-2,-2,-2,3741,0,0,0,0,0,0,0,0,0,0,1010,0,1
998,600000,0,0,0,0,0,0,459600,372345,353121,337695,297541,256158,13713,13250,12854,11191,10029,10000,1,0
999,80000,0,0,0,0,0,0,78862,71124,59692,58055,44578,45889,4000,3000,1844,1567,2000,2000,0,0
